id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/rhox_bjornling_devotion		
rhox_bjornling_fighting_chaos_beastmen	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_chaos_dwarfs	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_daemons_of_chaos_wh3_main_dae_daemons	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_daemons_of_chaos_wh3_main_kho_khorne	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_daemons_of_chaos_wh3_main_nur_nurgle	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_daemons_of_chaos_wh3_main_rogue_argfluxs_pyrocasters	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_daemons_of_chaos_wh3_main_rogue_doombreeds_followers	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_daemons_of_chaos_wh3_main_rogue_legion_of_gorehath	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_daemons_of_chaos_wh3_main_rogue_scaberaxs_gluttons	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_daemons_of_chaos_wh3_main_rogue_scriveners_of_fate	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_daemons_of_chaos_wh3_main_rogue_shadow_legion	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_daemons_of_chaos_wh3_main_rogue_the_baleful_princes_muses	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_daemons_of_chaos_wh3_main_rogue_the_bloody_harvest	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_daemons_of_chaos_wh3_main_rogue_the_challenge_stone_pact	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_daemons_of_chaos_wh3_main_rogue_the_convent	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_daemons_of_chaos_wh3_main_rogue_the_fluxion_host	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_daemons_of_chaos_wh3_main_rogue_the_glothal_brood	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_daemons_of_chaos_wh3_main_rogue_the_pleasure_tide	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_daemons_of_chaos_wh3_main_rogue_the_putrid_swarm	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_daemons_of_chaos_wh3_main_sla_slaanesh	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_daemons_of_chaos_wh3_main_tze_tzeentch	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_kislev	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_norsca	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_norsca_wh3_main_rogue_kurgan_warband	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_chaos_warriors_of_chaos	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_fighting_fimir	rhox_bjornling_devotion_group	0.0000
rhox_bjornling_follower_group	rhox_bjornling_follower_group	0.0000
