unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;1;db/unit_set_to_unit_junctions_tables/hkrul_drenok					
			wh_dlc08_nor_mon_warwolves_0	hkrul_drenok_ice_wolves	false
			wh3_main_monster_feral_ice_bears	hkrul_drenok_ice_wolves	false
			wh_dlc08_nor_mon_norscan_ice_trolls_0	hkrul_drenok_ice_wolves	false
			wh_dlc08_nor_mon_frost_wyrm_0	hkrul_drenok_ice_wolves	false
			wh_dlc08_nor_mon_frost_wyrm_ror_0	hkrul_drenok_ice_wolves	false
			wh_dlc08_nor_veh_marauder_warwolves_chariot_0	hkrul_drenok_ice_wolves	false
			wh_dlc08_nor_mon_frost_wyrm_0	hkrul_drenok_frostwyrm	false
			wh_dlc08_nor_mon_frost_wyrm_ror_0	hkrul_drenok_frostwyrm	false
			hkrul_drenok_wolf	hkrul_drenok_ice_wolves	false
			hkrul_drenok_wolf	wh2_dlc13_emp_elector_count_reward_units	false
