effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/hkrul_ulfric					
hkrul_enable_immortality		0		campaign	true
hkrul_ulfric_axe	item_ability.png	300	item_ability.png	battle	true
hkrul_ulfric_crown	item_ability.png	300	item_ability.png	battle	true
hkrul_ulfric_mammoth	mount.png	50	mount.png	both	true
hkrul_bjornling_armour	armour.png	300	armour.png	battle	true
hkrul_bjornling_morale	morale.png	299	morale.png	battle	true
hkrul_bjornling_xp	experience.png	298	experience.png	campaign	true
hkrul_bjornling_defence	defence.png	298	defence.png	battle	true
hkrul_ulfric_raiders	item_ability.png	300	item_ability.png	battle	true
