effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/hkrul_ulfric					
hkrul_ulfric_axe	item_ability.png	300	item_ability.png	battle	true
hkrul_ulfric_crown	item_ability.png	300	item_ability.png	battle	true
hkrul_ulfric_mammoth	mount.png	50	mount.png	both	true
hkrul_bjornling_armour	armour.png	300	armour.png	battle	true
hkrul_bjornling_morale	morale.png	299	morale.png	battle	true
hkrul_bjornling_xp	experience.png	298	experience.png	campaign	true
hkrul_bjornling_defence	defence.png	298	defence.png	battle	true
hkrul_ulfric_raiders	item_ability.png	300	item_ability.png	battle	true
hkrul_bjornling_upkeep	military_spending.png	300	military_spending.png	campaign	false
hkrul_bjornling_global_recruit_time	turns.png	300	turns.png	campaign	false
hkrul_ulfric_diplo_nordland	diplomacy.png	300	diplomacy.png	campaign	true
rhox_ulfric_feature_dummy	effect_bundle_bjornling.png	1	effect_bundle_bjornling.png	campaign	true
hkrul_contact_shield_up	effect_bundle_shield_up.png	3	effect_bundle_shield_up.png	battle	true
hkrul_norsca_bjornling_huscarl_cap	unit_capacity.png	300	unit_capacity.png	campaign	true
rhox_bjornling_fish_catching	hkrul_bjornling_fish.png	1	hkrul_bjornling_fish.png	campaign	true
rhox_bjornling_fish_feature_dummy	hkrul_bjornling_fish.png	1	hkrul_bjornling_fish.png	campaign	true
rhox_bjornling_no_raze_feature_dummy	reign_of_chaos.png	200	reign_of_chaos.png	campaign	false
rhox_ulfric_item_chance_dummy	item_ability.png	300	item_ability.png	battle	true
