effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/hkrul_sayl					
hkrul_sayl_staff	item_ability.png	300	item_ability.png	battle	true
hkrul_sayl_mist	item_ability.png	300	item_ability.png	battle	true
hkrul_sayl_teeth	item_ability.png	300	item_ability.png	battle	true
hkrul_sayl_warp	item_ability.png	300	item_ability.png	battle	true
hkrul_summon_nightmaw	general_ability.png	300	general_ability.png	battle	true
rhox_sayl_feature_dummy	effect_bundle_dolgan.png	1	effect_bundle_dolgan.png	campaign	true
rhox_sayl_favour_minus	reign_of_chaos.png	1	reign_of_chaos.png	campaign	true
rhox_sayl_favour_hound	norse_god_hound.png	1	norse_god_hound.png	campaign	true
rhox_sayl_favour_eagle	norse_god_eagle.png	1	norse_god_eagle.png	campaign	true
rhox_sayl_favour_crow	norse_god_crow.png	1	norse_god_crow.png	campaign	true
rhox_sayl_favour_serpent	norse_god_snake.png	1	norse_god_snake.png	campaign	true
rhox_sayl_effect_ability_gorefeast_chosen	general_ability.png	100	general_ability.png	battle	true
rhox_sayl_effect_ability_hellblade_chosen	general_ability.png	100	general_ability.png	battle	true
rhox_sayl_effect_ability_revel_in_slaughter_chosen	general_ability.png	100	general_ability.png	battle	true
rhox_sayl_effect_ability_locus_of_fecundity_chosen	general_ability.png	100	general_ability.png	battle	true
rhox_sayl_effect_ability_cloud_of_flies_chosen	general_ability.png	100	general_ability.png	battle	true
rhox_sayl_effect_ability_regen_chosen	general_ability.png	100	general_ability.png	battle	true
rhox_sayl_effect_ability_slime_trail_chosen	general_ability.png	100	general_ability.png	battle	true
rhox_sayl_effect_ability_feasting_on_fear_chosen	general_ability.png	100	general_ability.png	battle	true
rhox_sayl_effect_ability_soulhunters_chosen	general_ability.png	100	general_ability.png	battle	true
rhox_sayl_effect_enable_soporific_musk_chosen	soporific_musk.png	100	soporific_musk.png	battle	true
rhox_sayl_effect_ability_gate_of_tzeentch_chosen	general_ability.png	100	general_ability.png	battle	true
rhox_sayl_effect_ability_hidden_in_time_chosen	general_ability.png	100	general_ability.png	battle	true
rhox_sayl_effect_warpflame_chosen	wh3_main_unit_contact_warpflame.png	100	wh3_main_unit_contact_warpflame.png	battle	true
hkrul_sayl_mammoth_global	turns.png	300	turns.png	campaign	false
hkrul_sayl_mammoth_rank	experience.png	300	experience.png	campaign	true
hkrul_sayl_mammoth_infantry	bonus_vs_small.png	300	bonus_vs_small.png	battle	true
hkrul_sayl_shaman_upkeep	military_spending.png	300	military_spending.png	campaign	false
hkrul_shaman_speed	battle_movement.png	300	battle_movement.png	battle	true
hkrul_sayl_shaman_mastery	attribute_mastery_of_elemental_winds.png	55	attribute_mastery_of_elemental_winds.png	battle	true
hkrul_sayl_mastery	attribute_mastery_of_elemental_winds.png	55	attribute_mastery_of_elemental_winds.png	battle	true
hkrul_sayl_nightmaw_melee	melee.png	255	melee.png	battle	true
hkrul_sayl_mammoth_charge	charge.png	300	charge.png	battle	true
