agent	faction	subtype
#faction_agent_permitted_subtypes_tables;0;db/faction_agent_permitted_subtypes_tables/hkrul_hildr		
champion	wh_main_nor_aesling	hkrul_hildr
champion	wh_dlc08_nor_norsca	hkrul_hildr
champion	wh_dlc08_nor_wintertooth	hkrul_hildr
champion	wh_main_nor_skaeling	hkrul_hildr
champion	wh_main_nor_varg	hkrul_hildr
champion	wh_main_nor_sarl	hkrul_hildr
champion	wh_main_nor_graeling	hkrul_hildr
champion	wh_main_nor_bjornling	hkrul_hildr
champion	wh_main_nor_baersonling	hkrul_hildr
champion	wh2_main_nor_skeggi	hkrul_hildr
champion	wh2_main_nor_mung	hkrul_hildr
champion	wh2_main_nor_aghol	hkrul_hildr
champion	wh3_dlc20_nor_yusak	hkrul_hildr
champion	wh3_dlc20_nor_kuj	hkrul_hildr
champion	wh3_dlc20_nor_kul	hkrul_hildr
champion	wh3_dlc20_nor_dolgan	hkrul_hildr
champion	wh3_dlc20_nor_tong	hkrul_hildr
