agent	faction	subtype
#faction_agent_permitted_subtypes_tables;0;db/faction_agent_permitted_subtypes_tables/hkrul_sayl		
general	wh_dlc08_nor_norsca	hkrul_sayl
general	wh2_main_nor_aghol	hkrul_sayl
general	wh2_main_nor_skeggi	hkrul_sayl
general	wh3_dlc20_nor_dolgan	hkrul_sayl
general	wh3_dlc20_nor_kuj	hkrul_sayl
general	wh3_dlc20_nor_kul	hkrul_sayl
general	wh3_dlc20_nor_tong	hkrul_sayl
general	wh3_dlc20_nor_yusak	hkrul_sayl
general	wh3_dlc21_nor_wyrmkins	hkrul_sayl
general	wh_dlc08_nor_naglfarlings	hkrul_sayl
general	wh_dlc08_nor_vanaheimlings	hkrul_sayl
general	wh_dlc08_nor_wintertooth	hkrul_sayl
general	wh_main_nor_aesling	hkrul_sayl
general	wh_main_nor_baersonling	hkrul_sayl
general	wh_main_nor_bjornling	hkrul_sayl
general	wh_main_nor_graeling	hkrul_sayl
general	wh_main_nor_sarl	hkrul_sayl
general	wh_main_nor_skaeling	hkrul_sayl
general	wh_main_nor_varg	hkrul_sayl
