variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
#variants_tables;6;db/variants_tables/hkrul_nor_surp							
hkrul_olg		hkrul_olg		1.0000	1.1600	0.0000	
hkrul_tuula		hkrul_tuula		1.0000	1.1800	0.0000	
hkrul_haftagg		hkrul_haftagg		1.0000	1.1600	0.0000	
hkrul_olaf		hkrul_olaf		1.0000	1.1600	0.0000	
hkrul_olaf_mammoth	VariantMeshes/wh_variantmodels/hq3/nor/nor_war_mammoth/tech	olaf_war_mammoth_howdah_lord		1.0000	1.0000	0.0000	
hkrul_olaf_mammoth_rider		hkrul_olaf_mammoth_rider		1.0000	1.1600	0.0000	
blood_inf_marauder_great_axe		blood_inf_marauder_great_axe		1.0000	0.9500	0.0500	
blood_inf_marauder_spear		blood_inf_marauder_spear		1.0000	0.9500	0.0500	
blood_inf_marauder_hunters_0		blood_inf_marauder_hunters_0		1.0000	0.9500	0.0500	
blood_inf_marauder_hunters_1		blood_inf_marauder_hunters_1		1.0000	0.9500	0.0500	
mkho_marauder_horsemen_jav		mkho_marauder_horsemen_jav		1.0000	0.9500	0.0500	
hkrul_orgrim		hkrul_orgrim		1.0000	1.1600	0.0500	
hkrul_berus		hkrul_berus		1.0000	0.8400	0.0500	
hkrul_usta		hkrul_usta		1.0000	1.1600	0.0500	
hkrul_kammler		hkrul_kammler		1.0000	1.0000	0.0500	
hkrul_eyri		hkrul_eyri		1.0000	1.1600	0.0500	
hkrul_hafskael		hkrul_hafskael		1.0000	1.1600	0.0500	
