ancillary	effect	effect_scope	value
#ancillary_to_effects_tables;0;db/ancillary_to_effects_tables/hkrul_ulfric			
hkrul_ulfric_axe	hkrul_ulfric_axe	character_to_character_own	1.0000
hkrul_ulfric_axe	wh_main_effect_character_stat_weapon_strength	character_to_character_own	15.0000
hkrul_ulfric_axe	wh_main_effect_character_stat_melee_attack	character_to_character_own	15.0000
hkrul_ulfric_crown	hkrul_ulfric_crown	character_to_force_own_unseen	1.0000
hkrul_ulfric_crown	wh_main_effect_character_stat_physical_resistance	character_to_character_own	20.0000
hkrul_ulfric_crown	wh_main_effect_character_stat_leadership_aura_size_attacking	character_to_character_own	50.0000
hkrul_ulfric_crown	wh3_dlc20_effect_xp_gain_all_units	character_to_force_own	25.0000
hkrul_norsca_ship_5	rhox_bjornling_fish_catching	character_to_faction_unseen	5.0000
hkrul_norsca_ship_5	wh3_main_effect_force_army_campaign_replenish_in_foreign_territory	general_to_force_own	1.0000
hkrul_norsca_ship_5	wh_dlc05_effect_building_global_recruitment_duration	character_to_force_own_alt_text	-1.0000
hkrul_norsca_ship_6	wh_main_effect_economy_gdp_mod_trade_sea	character_to_region_own	30.0000
hkrul_norsca_ship_6	wh_main_effect_province_growth_characters	character_to_province_own	20.0000
hkrul_norsca_ship_6	wh_main_effect_unit_recruitment_points	general_to_force_own	1.0000
