bullet_point	unit_key
#ui_unit_bullet_point_unit_overrides_tables;0;db/ui_unit_bullet_point_unit_overrides_tables/hkrul_late_frost	
shielded	hkrul_mortensen
melee_expert	hkrul_mortensen
anti_large	hkrul_mortensen
anti_infantry	hkrul_mortensen_chariot
armour_piercing	hkrul_mortensen_chariot
melee_expert	hkrul_mortensen_chariot
shielded	hkrul_mortensen_horse
melee_expert	hkrul_mortensen_horse
anti_large	hkrul_mortensen_horse
shielded	hkrul_geimdall
support	hkrul_geimdall
hkrul_hornblower	hkrul_geimdall
anti_large	hkrul_yngve
spellcaster	hkrul_yngve
decent_melee	hkrul_yngve
anti_infantry	hkrul_yngve_chariot
armour_piercing	hkrul_yngve_chariot
spellcaster	hkrul_yngve_chariot
anti_large	hkrul_yngve_horse
spellcaster	hkrul_yngve_horse
armoured	hkrul_yngve_horse
spellcaster	hkrul_yngve_manticore
can_fly	hkrul_yngve_manticore
unbreakable	hkrul_ziege
armour_piercing	hkrul_ziege
armoured	hkrul_ziege
anti_infantry	hkrul_boartusk_boss
magical_aura	hkrul_boartusk_boss
terror	hkrul_boartusk_boss
armour_piercing	hkrul_bubos_boss
dragon_breath_moon	hkrul_bubos_boss
scaly_skin	hkrul_bubos_boss
terror	hkrul_bubos_boss
armour_piercing	hkrul_skoroth_boss
scaly_skin	hkrul_skoroth_boss
terror	hkrul_skoroth_boss
spellcaster	hkrul_skoroth_boss
